match_id,player_id,team_id,opponent_team_id,position_bucket,official_start_ts,is_home,minutes,stat_pts
0022300118,1630573,1610612738,1610612754,NBA,2023-11-01,1.0,19.483333333333334,17.0
0022300119,1626220,1610612751,1610612748,NBA,2023-11-01,0.0,38.59166666666667,6.0
0022300119,1628969,1610612751,1610612748,NBA,2023-11-01,0.0,30.625,21.0
0022300120,1627777,1610612739,1610612752,NBA,2023-11-01,0.0,28.15,5.0
0022300120,1628404,1610612752,1610612739,NBA,2023-11-01,1.0,29.283333333333335,11.0
0022300120,1628973,1610612752,1610612739,NBA,2023-11-01,1.0,38.60666666666667,24.0
0022300120,1628978,1610612752,1610612739,NBA,2023-11-01,1.0,30.25,16.0
0022300121,1629652,1610612760,1610612740,NBA,2023-11-01,1.0,29.503333333333334,9.0
0022300121,1630198,1610612760,1610612740,NBA,2023-11-01,1.0,14.465,9.0
0022300121,1630581,1610612760,1610612740,NBA,2023-11-01,1.0,31.27,15.0
0022300121,1630598,1610612760,1610612740,NBA,2023-11-01,1.0,13.843333333333334,10.0
0022300121,1631096,1610612760,1610612740,NBA,2023-11-01,1.0,37.266666666666666,19.0
0022300121,1641717,1610612760,1610612740,NBA,2023-11-01,1.0,18.165,4.0
0022300121,202685,1610612740,1610612760,NBA,2023-11-01,0.0,20.966666666666665,19.0
0022300122,1628988,1610612745,1610612766,NBA,2023-11-01,1.0,10.85,6.0
0022300122,1630224,1610612745,1610612766,NBA,2023-11-01,1.0,30.883333333333333,23.0
0022300122,201145,1610612745,1610612766,NBA,2023-11-01,1.0,12.3,9.0
0022300123,1629008,1610612743,1610612750,NBA,2023-11-01,0.0,25.066666666666666,5.0
0022300123,1629638,1610612750,1610612743,NBA,2023-11-01,1.0,20.716666666666665,5.0
0022300123,1629675,1610612750,1610612743,NBA,2023-11-01,1.0,19.316666666666666,16.0
0022300123,1630162,1610612750,1610612743,NBA,2023-11-01,1.0,31.833333333333332,24.0
0022300123,1631128,1610612743,1610612750,NBA,2023-11-01,0.0,20.166666666666668,8.0
0022300123,1631212,1610612743,1610612750,NBA,2023-11-01,0.0,15.516666666666667,4.0
0022300123,202704,1610612743,1610612750,NBA,2023-11-01,0.0,18.6,2.0
0022300123,203937,1610612750,1610612743,NBA,2023-11-01,1.0,25.283333333333335,9.0
0022300123,203999,1610612743,1610612750,NBA,2023-11-01,0.0,29.966666666666665,25.0
0022300124,1629632,1610612741,1610612742,NBA,2023-11-01,0.0,32.93666666666667,10.0
0022300124,201942,1610612741,1610612742,NBA,2023-11-01,0.0,32.8,16.0
0022300124,203083,1610612741,1610612742,NBA,2023-11-01,0.0,12.35,8.0
0022300124,203501,1610612742,1610612741,NBA,2023-11-01,1.0,27.47,24.0
0022300125,1629012,1610612762,1610612763,NBA,2023-11-01,1.0,22.416666666666668,23.0
0022300125,1630534,1610612762,1610612763,NBA,2023-11-01,1.0,17.966666666666665,6.0
0022300125,203482,1610612762,1610612763,NBA,2023-11-01,1.0,25.916666666666668,14.0
0022300126,1627734,1610612758,1610612744,NBA,2023-11-01,0.0,37.096666666666664,23.0
0022300126,1631099,1610612758,1610612744,NBA,2023-11-01,0.0,39.4,10.0
0022300126,202691,1610612744,1610612758,NBA,2023-11-01,1.0,29.266666666666666,14.0
0022300126,203084,1610612758,1610612744,NBA,2023-11-01,0.0,30.566666666666666,14.0
0022300127,1630559,1610612747,1610612746,NBA,2023-11-01,1.0,37.61666666666667,15.0
0022300128,1627783,1610612761,1610612755,NBA,2023-11-02,0.0,33.15,10.0
0022300128,1630194,1610612755,1610612761,NBA,2023-11-02,1.0,12.0,6.0
0022300128,203471,1610612761,1610612755,NBA,2023-11-02,0.0,31.423333333333332,13.0
0022300129,1631093,1610612765,1610612740,NBA,2023-11-02,0.0,21.5,12.0
0022300129,202685,1610612740,1610612765,NBA,2023-11-02,1.0,32.516666666666666,23.0
0022300130,1629012,1610612762,1610612753,NBA,2023-11-02,1.0,16.883333333333333,10.0
0022300130,1629021,1610612753,1610612762,NBA,2023-11-02,0.0,18.933333333333334,10.0
0022300130,1630175,1610612753,1610612762,NBA,2023-11-02,0.0,30.93166666666667,18.0
0022300130,1630534,1610612762,1610612753,NBA,2023-11-02,1.0,7.803333333333334,2.0
0022300130,1631094,1610612753,1610612762,NBA,2023-11-02,0.0,35.75,30.0
0022300130,203482,1610612762,1610612753,NBA,2023-11-02,1.0,18.616666666666667,4.0
0022300131,1630200,1610612759,1610612756,NBA,2023-11-02,0.0,28.433333333333334,12.0
0022300001,1626167,1610612754,1610612739,NBA,2023-11-03,1.0,30.616666666666667,27.0
0022300001,1627741,1610612754,1610612739,NBA,2023-11-03,1.0,30.225,14.0
0022300001,1627777,1610612739,1610612754,NBA,2023-11-03,0.0,27.126666666666665,12.0
0022300001,1628386,1610612739,1610612754,NBA,2023-11-03,0.0,21.116666666666667,10.0
0022300001,1630167,1610612754,1610612739,NBA,2023-11-03,1.0,20.5,6.0
0022300002,1626166,1610612749,1610612752,NBA,2023-11-03,1.0,11.933333333333334,0.0
0022300002,1626171,1610612749,1610612752,NBA,2023-11-03,1.0,16.55,4.0
0022300002,1627736,1610612749,1610612752,NBA,2023-11-03,1.0,22.366666666666667,0.0
0022300002,1628404,1610612752,1610612749,NBA,2023-11-03,0.0,35.975,6.0
0022300002,1628973,1610612752,1610612749,NBA,2023-11-03,0.0,41.61666666666667,45.0
0022300002,1628978,1610612752,1610612749,NBA,2023-11-03,0.0,18.225,3.0
0022300002,201572,1610612749,1610612752,NBA,2023-11-03,1.0,35.53333333333333,13.0
0022300003,1629673,1610612764,1610612748,NBA,2023-11-03,0.0,28.416666666666668,19.0
0022300004,1626220,1610612751,1610612741,NBA,2023-11-03,0.0,31.766666666666666,9.0
0022300004,1628969,1610612751,1610612741,NBA,2023-11-03,0.0,33.47666666666667,20.0
0022300004,1629632,1610612741,1610612751,NBA,2023-11-03,1.0,35.431666666666665,18.0
0022300004,201942,1610612741,1610612751,NBA,2023-11-03,1.0,33.46666666666667,24.0
0022300004,203083,1610612741,1610612751,NBA,2023-11-03,1.0,12.348333333333333,7.0
0022300005,1629652,1610612760,1610612744,NBA,2023-11-03,1.0,30.2,29.0
0022300005,1630198,1610612760,1610612744,NBA,2023-11-03,1.0,26.231666666666666,16.0
0022300005,1630581,1610612760,1610612744,NBA,2023-11-03,1.0,30.566666666666666,18.0
0022300005,1630598,1610612760,1610612744,NBA,2023-11-03,1.0,16.765,7.0
0022300005,1631096,1610612760,1610612744,NBA,2023-11-03,1.0,31.985,24.0
0022300005,1641717,1610612760,1610612744,NBA,2023-11-03,1.0,36.31666666666667,13.0
0022300005,202691,1610612744,1610612760,NBA,2023-11-03,0.0,32.64666666666667,18.0
0022300006,1629008,1610612743,1610612742,NBA,2023-11-03,1.0,34.458333333333336,24.0
0022300006,1631128,1610612743,1610612742,NBA,2023-11-03,1.0,14.633333333333333,9.0
0022300006,1631212,1610612743,1610612742,NBA,2023-11-03,1.0,12.508333333333333,3.0
0022300006,202704,1610612743,1610612742,NBA,2023-11-03,1.0,19.85,8.0
