player_id,match_id,line_value
1627777,0022300983,14.5
1627777,0022300996,14.5
1627777,0022301014,13.5
1627777,0022301029,14.5
1627777,0022301033,12.5
1627777,0022301048,12.5
1627777,0022301067,13.5
1627777,0022301077,14.5
1627777,0022301100,13.5
1627777,0022301110,13.5
1627777,0022301127,10.5
1627777,0022301132,9.5
1627777,0022301158,5.5
1627777,0022301174,5.5
1627777,0022301187,5.5
1627783,0022300082,15.5
1627783,0022300092,16.5
1627783,0022300105,14.5
1627783,0022300116,16.5
1627783,0022300128,18.5
1627783,0022300141,17.5
1627783,0022300168,15.5
1627783,0022300174,19.5
1627783,0022300189,18.5
1627783,0022300195,21.5
1627783,0022300031,21.5
1627783,0022300211,24.5
1627783,0022300038,22.5
1627783,0022300230,22.5
1627783,0022300046,21.5
1627783,0022300251,23.5
1627783,0022300054,22.5
1627783,0022300260,21.5
1627783,0022300276,22.5
1627783,0022301207,19.5
1627783,0022301216,21.5
1627783,0022300297,23.5
1627783,0022300313,23.5
1627783,0022300330,25.5
1627783,0022300354,24.5
1627783,0022300369,24.5
1627783,0022300382,22.5
1627783,0022300395,24.5
1627783,0022300416,22.5
1627783,0022300432,23.5
1627783,0022300440,23.5
1627783,0022300452,26.5
1627783,0022300470,27.5
1627783,0022300492,28.5
1627783,0022300504,28.5
1627783,0022300516,25.5
1627783,0022300540,23.5
1627783,0022300563,22.5
1627783,0022300590,20.5
1627783,0022300604,21.5
1627783,0022300614,21.5
1627783,0022300627,19.5
1627783,0022300636,19.5
1627783,0022300652,21.5
1627783,0022300670,21.5
1627783,0022300685,23.5
1627783,0022300691,23.5
1627783,0022300707,22.5
1627783,0022300719,21.5
1627783,0022300733,23.5
1627783,0022300755,22.5
1627783,0022300761,22.5
1627783,0022300782,21.5
1627783,0022300793,21.5
1627783,0022300819,19.5
1627783,0022300829,18.5
1627783,0022300843,20.5
1627783,0022300863,21.5
1627783,0022300877,19.5
1627783,0022300892,19.5
1627783,0022300903,19.5
1627783,0022300928,18.5
1627783,0022300941,18.5
1627783,0022300948,19.5
1627783,0022300968,18.5
1627783,0022300983,21.5
1627783,0022300997,20.5
1627783,0022301016,21.5
1627783,0022301032,22.5
1627783,0022301043,26.5
1627783,0022301054,27.5
1627783,0022301063,26.5
1627783,0022301089,25.5
1627783,0022301106,23.5
1627783,0022301116,21.5
1627783,0022301133,19.5
1627783,0022301146,20.5
1627783,0022301174,19.5
1627783,0022301188,20.5
1628386,0022300142,10.5
1628386,0022300167,11.5
1628386,0022300176,12.5
1628386,0022300191,12.5
1628386,0022300199,12.5
1628386,0022300030,12.5
1628386,0022300210,11.5
1628386,0022300040,12.5
1628386,0022300229,14.5
1628386,0022300242,13.5
1628386,0022300251,15.5
1628386,0022300055,16.5
1628386,0022300265,16.5
1628386,0022300283,13.5
1628386,0022301205,16.5
1628386,0022301220,13.5
1628386,0022300294,11.5
